Rank,Title,Score,Episodes
4846,Jun You Yun,6.80,ONA
4847,Jungle Taitei (1989),6.80,TV
4848,Juusenki L-Gaim,6.80,TV
4849,"Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.",6.80,OVA
4850,Karaoke Senshi Mike-tarou,6.80,TV
4851,Kure-nai OVA,6.80,OVA
4852,Lamune,6.80,TV
4853,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,6.80,Special
4854,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden,6.80,TV
4855,Meitantei Conan: Hannin no Hanzawa-san,6.80,TV
4856,Musaigen no Phantom World: Mizutama no Kiseki,6.80,Special
4857,Neo Angelique Abyss,6.80,TV
4858,Oni: Kamigami Yama no Onari,6.80,ONA
4859,Princess Principal: Crown Handler Movie 1 - Busy Easy Money,6.80,Special
4860,Shaonian Ge Xing,6.80,ONA
4861,Shinmai Maou no Testament Burst Specials,6.80,Special
4862,Shokei Shoujo no Virgin Road,6.80,TV
4863,Kishin Taisen Gigantic Formula,6.79,TV
4864,Kobato.: Hajimete no Kobato.,6.79,Special
4865,Koufuku Graffiti,6.79,TV
4866,Lupin III: Goodbye Partner,6.79,Special
4867,Lupin III: Kiri no Elusive,6.79,Special
4868,Megazone 23,6.79,OVA
4869,Mokke Specials,6.79,Special
4870,Monster Farm: Enbanseki no Himitsu,6.79,TV
4871,Naruto: The Cross Roads,6.79,Special
4872,No Game No Life: Zero - Manner Movie,6.79,Movie
4873,One Piece: Densetsu no Log! Akagami no Shanks!,6.79,Special
4874,Otome wa Boku ni Koishiteru: Futari no Elder The Animation,6.79,OVA
4875,Pig: Oka no Ue no Dam Keeper,6.79,ONA
4876,Pupipo!,6.79,TV
4877,Shin Koihime†Musou,6.79,TV
4878,Shinkyoku Soukai Polyphonica,6.79,TV
4879,Silent Möbius,6.79,TV
4880,Smile Precure!,6.79,TV
4881,Super Robot Taisen OG: Divine Wars,6.79,TV
4882,Sword Art Online: Alicization - Recollection,6.79,Special
4883,Tales of Phantasia The Animation,6.79,OVA
4884,Tennis no Ouji-sama: Oshougatsu Special,6.79,Special
4885,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,6.79,OVA
4886,Toji no Miko,6.79,TV
4887,UFO Princess Valkyrie: Shichiten Battou Hanayome Shuugyou,6.79,Special
4888,Xi Xing Ji: Jijie Pian,6.79,ONA
4889,Yozakura Quartet,6.79,TV
4890,Yuu☆Yuu☆Hakusho (Movie),6.79,Movie
4891,Bakuretsu Tenshi,6.79,TV
4892,Blue Archive: 1.5-shuunen Kinen Short Animation,6.79,ONA
4893,Brave Witches,6.79,TV
4894,"Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou",6.79,OVA
4895,Buzzer Beater 2nd Season,6.79,TV
4896,Cardfight!! Vanguard: Asia Circuit-hen,6.79,TV
4897,Cossette no Shouzou,6.79,OVA
4898,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,6.79,Movie
4899,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,6.79,Movie
4900,Da Li Si Rizhi,6.79,ONA
4901,Dai Mahou Touge Omake,6.79,Special
4902,Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,6.79,Movie
4903,Dragon Quest: Your Story,6.79,Movie
4904,Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,6.79,Special
4905,El Hazard: The Alternative World,6.79,TV
4906,Girls & Panzer Heartful Tank Disc: Fushou Akiyama Yukari no Sensha Kouza,6.79,Special
4907,Happy Sugar Life,6.79,TV
4908,Hataraku Saibou CM,6.79,ONA
4909,Himitsu no Akko-chan,6.79,TV
4910,Huyao Xiao Hongniang: Mu Tiancheng,6.79,ONA
4911,Isshuukan Friends. Tomodachi to no Omoide,6.79,Special
4912,22/7,6.78,TV
4913,Aishite Knight,6.78,TV
4914,Bem Movie: Become Human,6.78,Movie
4915,Blue Archive: Beautiful Day Dreamer,6.78,ONA
4916,Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life,6.78,ONA
4917,Candy☆Boy: Side Story For Archive,6.78,ONA
4918,Caramel Honey,6.78,ONA
4919,Chihayafuru 3: Ima Hitotabi no,6.78,Special
4920,Chikyuu Shoujo Arjuna,6.78,TV
4921,Chou Hatsumei Boy Kanipan,6.78,TV
4922,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,6.78,Movie
4923,Dear Boys,6.78,TV
4924,DearS: Kin no Tama desu no?,6.78,Special
4925,Detective Conan: Love Story at Police Headquarters - Wedding Eve,6.78,Special
4926,El Hazard 2: The Magnificent World,6.78,OVA
4927,Fate/Grand Order: Zettai Majuu Sensen Babylonia Recaps,6.78,Special
4928,Galaxy Angel Specials,6.78,Special
4929,Ikkyuu-san,6.78,TV
4930,Inazuma Eleven: Outer Code,6.78,ONA
4931,Innocent Venus,6.78,TV
4932,Jigoku Sensei Nube: Gozen 0 Ji Nube Shisu!,6.78,Movie
4933,Kamisama ni Natta Hi,6.78,TV
4934,Kemono no Souja Erin Recaps,6.78,TV
4935,Koko wa Green Wood,6.78,OVA
4936,Koneko no Chi: Ponponra Daibouken,6.78,TV
4937,Kuro no Su: Chronus,6.78,Movie
4938,Macross 7 Plus,6.78,Special
4939,Mayonaka no Occult Koumuin: Fukurokouji to Ano Ko to Ore to,6.78,OVA
4940,Mijikamon,6.78,ONA
4941,Montana Jones,6.78,TV
4942,Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!,6.78,OVA
4943,Ochikobore Fruit Tart,6.78,TV
4944,Peter Pan no Bouken,6.78,TV
4945,Pokemon Movie 09: Pokemon Ranger to Umi no Ouji Manaphy,6.78,Movie
4946,Pretty Rhythm: Aurora Dream - Prism Shougekijou,6.78,Special
4947,Qin Shi Mingyue: Tian Xing Jiu Ge,6.78,ONA
4948,Robotica*Robotics,6.78,OVA
4949,Rockman.EXE Beast+,6.78,TV
4950,Saint Seiya: Jashin Eris,6.78,Movie
4951,Seiken Tsukai no World Break,6.78,TV
4952,Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,6.78,ONA
4953,Sue Cat,6.78,TV
4954,Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,6.78,TV
4955,Vassalord.,6.78,OVA
4956,Witch Craft Works: Takamiya-kun to Imouto no Warudakumi,6.78,OVA
4957,X OVA,6.78,OVA
4958,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,6.78,Movie
4959,Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,6.78,Special
4960,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,6.78,OVA
4961,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari",6.77,Special
4962,Tenchi Muyou! Ryououki 2nd Season Picture Drama,6.77,Special
4963,Toaru Majutsu no Index 10-shuunen Kinen PV,6.77,Special
4964,UFO Princess Valkyrie,6.77,TV
4965,Vandread: Taidou-hen,6.77,OVA
4966,Venus Senki,6.77,Movie
4967,"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",6.77,TV
4968,White Album 2nd Season,6.77,TV
4969,Working'!! Announcement Specials,6.77,ONA
4970,Wu Geng Ji 4th Season,6.77,ONA
4971,Ze Tian Ji,6.77,ONA
4972,Zuori Qing Kong,6.77,Movie
4973,Ai Tenshi Densetsu Wedding Peach,6.77,TV
4974,"Big Mac to, Susume",6.77,Special
4975,Black Lagoon Omake,6.77,Special
4976,CB Chara Go Nagai World,6.77,OVA
4977,Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,6.77,Special
4978,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,6.77,Movie
4979,Dragon Ball Movie 1: Shen Long no Densetsu,6.77,Movie
4980,Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai,6.77,Movie
4981,gdgd Fairies,6.77,TV
4982,Getter Robo,6.77,TV
4983,Ginga Senpuu Braiger,6.77,TV
4984,Golgo 13,6.77,Movie
4985,Happy☆Lesson Advance,6.77,TV
4986,Hatsumei Boy Kanipan,6.77,TV
4987,Hikari to Mizu no Daphne,6.77,TV
4988,Hinako Note,6.77,TV
4989,Hoshi no Oujisama Petit Prince,6.77,TV
4990,Hyakka Ryouran: Samurai Girls,6.77,TV
4991,Kami-tachi ni Hirowareta Otoko 2nd Season,6.77,TV
4992,Kaminaki Sekai no Kamisama Katsudou,6.77,TV
4993,Kidou Senshi Victory Gundam,6.77,TV
4994,Kitaku-bu Katsudou Kiroku,6.77,TV
4995,Kogepan,6.77,TV
4996,Kyouryuu Daisensou Izenborg,6.77,TV
4997,Lupin III: Ai no Da Capo - Fujiko's Unlucky Days,6.77,Special
4998,Lupin III: Touhou Kenbunroku - Another Page,6.77,Special
4999,Macross Δ Movie: Gekijou no Walküre,6.77,Movie
5000,Marulk-chan no Nichijou,6.77,Movie
5001,Mecha-ude,6.77,ONA
5002,Nisekoimonogatari,6.77,ONA
5003,Rinne no Lagrange: Kamogawa Days,6.77,OVA
5004,Ro-Kyu-Bu!,6.77,TV
5005,Senjou no Valkyria: SenVal Theater,6.77,Special
5006,Stratos 4 Advance,6.77,OVA
5007,Sunohara-sou no Kanrinin-san,6.77,TV
5008,Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,6.76,OVA
5009,Kero 0: Shuppatsu da yo! Zenin Shuugou!,6.76,Special
5010,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,6.76,Movie
5011,"Kono Danshi, Uchuujin to Tatakaemasu.",6.76,OVA
5012,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven - Tachikoma na Hibi,6.76,Special
5013,Koukou Butouden Crows,6.76,OVA
5014,Loveless,6.76,TV
5015,Magical☆Star Kanon 100%,6.75,OVA
5016,Majutsushi Orphen: Revenge,6.76,TV
5017,Mamahaha no Tsurego ga Motokano datta,6.76,TV
5018,Misaki no Mayoiga,6.76,Movie
5019,Mitsuami no Kamisama,6.76,Movie
5020,Munto,6.76,OVA
5021,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,6.76,Movie
5022,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,6.76,Special
5023,Natsu-iro Kiseki: 15-kaime no Natsuyasumi,6.76,OVA
5024,No Game No Life Specials,6.76,Special
5025,Nobunaga no Shinobi: Nobunaga to Minarai Shinobi,6.76,Special
5026,Pokemon: Pikachu to Eievui Friends,6.76,Movie
5027,Quanzhi Fashi II,6.76,ONA
5028,Ranma ½: DoCo Music Video,6.76,OVA
5029,Rilakkuma to Yuuenchi,6.76,ONA
5030,s.CRY.ed Alteration II: Quan,6.76,Movie
5031,Sansha Sanyou Specials,6.76,Special
5032,Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,6.76,OVA
5033,Sora no Method,6.76,TV
5034,Tatsu no Ko Tarou,6.76,Movie
5035,Tengen Toppa Gurren Lagann: Ore no Gurren wa Pikka-Pika!!,6.76,OVA
5036,Urusei Yatsura Movie 6: Itsudatte My Darling,6.76,Movie
5037,Vampire Knight: Gekiai no Portrait,6.76,Special
5038,Warau Salesman,6.76,TV
5039,Xie Wang Zhui Qi,6.76,ONA
5040,You Yao,6.76,ONA
5041,Acchi wa Kocchi,6.76,Movie
5042,Argento Soma,6.76,TV
5043,Bakuten Shoot Beyblade,6.76,TV
5044,Bananya,6.76,TV
5045,Bubuki Buranki: Hoshi no Kyojin,6.76,TV
5046,Candy Boy Episode: EX01 - Mirai Yohouzu,6.76,OVA
5047,Cardfight!! Vanguard Movie: Neon Messiah,6.76,Movie
5048,Chuubyou Gekihatsu Boy,6.76,TV
5049,Deatte 5-byou de Battle,6.76,TV
5050,Dokkiri Doctor,6.76,TV
5051,Fantascope: Tylostoma,6.76,OVA
5052,Futari wa Precure: Max Heart Movie 1,6.76,Movie
5053,Gamers!,6.76,TV
5054,Hanaukyou Maid-tai: La Verite,6.76,TV
5055,Happy☆Lesson The Final,6.76,OVA
5056,Hidan no Aria: Butei ga Kitarite Onsen Kenshuu,6.76,Special
5057,Hitohira,6.76,TV
5058,I My Me! Strawberry Eggs,6.76,TV
5059,Imanara Maniau! Log Horizon,6.77,Special
5060,Kaibutsu-kun (1980),6.76,TV
5061,Aho Girl,6.75,TV
5062,Anne no Nikki,6.75,Movie
5063,Ao no Exorcist Movie Special,6.75,Special
5064,Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.75,OVA
5065,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",6.75,ONA
5066,Bakuretsu Tenshi: Infinity,6.75,OVA
5067,Black Clover: Jump Festa 2016 Special,6.75,OVA
5068,Blue Seed Omake,6.75,Special
5069,Blue Thermal,6.75,Movie
5070,Brave 10,6.75,TV
5071,Can Ci Pin: Fangzhu Xingkong,6.75,ONA
5072,Chocotto Sister,6.75,TV
5073,Digimon Ghost Game,6.75,TV
5074,Doujin Work,6.75,TV
5075,Dr. Rin ni Kiitemite!,6.75,TV
5076,Fireball Charming,6.75,TV
5077,Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,6.75,Movie
5078,Gaikotsu Shotenin Honda-san OVA,6.75,OVA
5079,Garo: Honoo no Kokuin - Home,6.75,Special
5080,Gundam Build Fighters Try: Island Wars,6.75,Special
5081,Gundam Build Fighters: Battlogue,6.75,ONA
5082,Hai! Akko desu,6.75,TV
5083,Hetalia World★Stars Specials,6.75,Special
5084,Hibike! Euphonium 2 Specials,6.75,Special
5085,Ikkitousen: Dragon Destiny,6.75,TV
5086,Itoshi no Muco,6.75,TV
5087,Kirakira☆Precure A La Mode Movie: Paritto! Omoide no Mille-Feuille!,6.75,Movie
5088,Koutetsu Tenshi Kurumi,6.75,TV
5089,Kumo no You ni Kaze no You ni,6.75,Special
5090,Mahou Sensei Negima! Movie: Anime Final,6.75,Movie
5091,Nijiiro Days: Nijiiro Biyori,6.75,OVA
5092,Nourin,6.75,TV
5093,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,6.75,ONA
5094,Re-Kan!,6.75,TV
5095,Rosario to Vampire,6.75,TV
5096,Saint October,6.75,TV
5097,Saint Seiya: Saishuu Seisen no Senshi-tachi,6.75,Movie
5098,Shinmai Maou no Testament Departures: Maria no Hizou Eizou,6.75,Special
5099,Shuumatsu no Izetta,6.75,TV
5100,SK∞: Crazy Rock Jam,6.75,Special
5101,Starmyu 2nd Season Special,6.75,Special
5102,Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,6.75,Special
5103,Thermae Romae Specials,6.75,Special
5104,Wo Shi Da Shenxian 2nd Season,6.75,ONA
5105,Yoroshiku Mechadock,6.75,TV
5106,Tansu Warashi.,6.74,Movie
5107,Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,6.74,OVA
5108,Totsuzen! Neko no Kuni Banipal Witt,6.74,Movie
5109,Unbelievable Space Love,6.74,ONA
5110,Viewtiful Joe,6.74,TV
5111,Wanwan Sanjuushi,6.74,TV
5112,Wellber no Monogatari: Sisters of Wellber Zwei,6.74,TV
5113,World Dai Star,6.74,TV
5114,Araiguma Rascal,6.74,TV
5115,Asobi ni Iku yo!: Asobi ni Oide,6.74,OVA
5116,Babylon,6.74,TV
5117,Baja no Studio: Baja no Mita Umi,6.74,OVA
5118,Bannou Bunka Neko-Musume,6.74,OVA
5119,Blood-C: Special Edition,6.74,Special
5120,Chuunibyou demo Koi ga Shitai! Depth of Field: Ai to Nikushimi Gekijou,6.74,Special
5121,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,6.74,Movie
5122,Dragon Ball Movie 2: Majinjou no Nemurihime,6.74,Movie
5123,Fumetsu no Anata e: Fushi no Tabiji,6.74,Special
5124,Gate Keepers 21,6.74,OVA
5125,Goal FH: Field Hunter,6.74,TV
5126,Granblue Fantasy The Animation Season 2,6.74,TV
5127,Hagure Yuusha no Aesthetica,6.74,TV
5128,Hyakko Extra,6.74,OVA
5129,Ichiban Ushiro no Daimaou,6.74,TV
5130,Jigoku Sensei Nube: Kyoufu no Natsuyasumi!! Ayashi no Umi no Densetsu!,6.74,Movie
5131,Kami Kuzu☆Idol,6.74,TV
5132,Kyouki Sanmyaku: Naked Peak,6.74,Movie
5133,Lupin III: Princess of the Breeze - Kakusareta Kuuchuu Toshi,6.75,Special
5134,Maburaho,6.74,TV
5135,Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,6.74,Special
5136,Mahoujin Guru Guru Movie,6.74,Movie
5137,"Maoyuu Maou Yuusha: Kono Monogatari wa, da Niku dake de wa Nai no ja!",6.74,Special
5138,Masamune-kun no Revenge,6.74,TV
5139,Meme Iroiro Yume no Tabi,6.74,TV
5140,Night Head Genesis,6.74,TV
5141,Ningyo no Kizu,6.74,OVA
5142,Pokemon Movie 06: Nanayo no Negaiboshi Jirachi,6.74,Movie
5143,PriPara Movie: Mi~nna Atsumare! Prism☆Tours,6.74,Movie
5144,Recorder to Randoseru,6.74,OVA
5145,Schwarzesmarken,6.74,TV
5146,Seikaisuru Kado,6.74,TV
5147,Shinmai Maou no Testament Specials,6.74,Special
5148,Spoon Oba-san,6.74,TV
5149,Stratos 4,6.74,TV
5150,Katsugeki/Touken Ranbu,6.73,TV
5151,Kidou Senkan Nadesico: The Prince of Darkness,6.73,Movie
5152,Kyoto Teramachi Sanjou no Holmes,6.73,TV
5153,Mahou Shoujo Lyrical Nanoha ViVid,6.73,TV
5154,Mahoutsukai Tai! (TV),6.73,TV
5155,Mayonaka no Occult Koumuin,6.73,TV
5156,Monkey Turn,6.73,TV
5157,Monster Farm: Legend e no Michi,6.73,TV
5158,Moyashimon: Kin Gekijou Deluxe,6.73,Special
5159,Nanako SOS,6.73,TV
5160,Nekopara,6.73,TV
5161,Okusama ga Seitokaichou! Seitokaichou to Ofuro Asobi,6.73,OVA
5162,Pokemon XY: Sora no Hahen,6.73,Movie
5163,Shinkansen Henkei Robo Shinkalion The Animation,6.73,TV
5164,Shuumatsu no Walküre,6.73,ONA
5165,Sora no Otoshimono Final: Eternal My Master,6.73,Movie
5166,Teekyuu 3,6.73,TV
5167,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.73,Special
5168,The☆Doraemons: The Mysterious Thief Dorapan The Mysterious Cartel,6.73,Movie
5169,Twisted-Wonderland 1-shuunen Kinen PV,6.73,ONA
5170,Ushinawareta Mirai wo Motomete,6.73,TV
5171,Uta∽Kata,6.73,TV
5172,Utawarerumono: Tusukuru-koujo no Karei Naru Hibi,6.73,OVA
5173,Witch Craft Works Specials,6.73,Special
5174,Yama no Susume: Kabe tte Kowakunai no?,6.73,Special
5175,Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,6.73,Special
5176,1000-nen Joou: Queen Millennia,6.73,Movie
5177,Ai to Yuuki no Pig Girl Tonde Buurin,6.73,TV
5178,Ai Yori Aoshi: Yumegatari,6.73,Special
5179,Akame ga Kill! Recap,6.73,Special
5180,Akuma-kun,6.73,TV
5181,Alps Monogatari: Watashi no Annette,6.73,TV
5182,Argonavis from BanG Dream!,6.73,TV
5183,Attacker You!,6.73,TV
5184,Bastard!! Ankoku no Hakaishin Part 2 (ONA),6.73,ONA
5185,Battle Spirits: Saga Brave,6.73,ONA
5186,Candy Boy Episode: EX02 - Shiawase Kyouyuu Riron,6.73,Special
5187,Canvas 2: Nijiiro no Sketch,6.73,TV
5188,Captain Tsubasa: Ayaushi! Zen Nihon Jr.,6.73,Movie
5189,Cardfight!! Vanguard: Legion Mate-hen,6.73,TV
5190,Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,6.73,OVA
5191,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,6.73,Movie
5192,Crayon Shin-chan Movie 20: Arashi wo Yobu! Ora to Uchuu no Princess,6.73,Movie
5193,Dirty Pair: Bouryaku no 005-bin,6.73,OVA
5194,Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,6.73,OVA
5195,Fate/Grand Order: First Order,6.73,Special
5196,Fate/kaleid liner Prisma☆Illya Specials,6.73,Special
5197,Gunparade March: Arata Naru Kougunka,6.73,TV
5198,Gurazeni Season 2,6.73,TV
5199,Hanasakeru Seishounen Recaps,6.73,Special
5200,Higurashi no Naku Koro ni Sotsu,6.73,TV
5201,Houkago no Pleiades (TV),6.73,TV
5202,Human Bug Daigaku,6.73,TV
5203,Inazuma Eleven Go Specials,6.73,Special
5204,Kaijin Kaihatsu-bu no Kuroitsu-san,6.73,TV
5205,Bakusou Kyoudai Let's & Go MAX,6.72,TV
5206,Candy Candy (Movie),6.72,Movie
5207,Code:Breaker,6.72,TV
5208,D.C.: Da Capo,6.72,TV
5209,Digimon Adventure: 20-shuunen Memorial Story,6.72,ONA
5210,Freezing Vibration,6.72,TV
5211,Gakuen Handsome,6.72,TV
5212,Gintama x Mameshiba,6.72,Special
5213,Girls & Panzer: Nihon Senshadou Renmei News,6.72,Special
5214,Gundam: G no Reconguista Movie I - Ike! Core Fighter,6.72,Movie
5215,Gundam: G no Reconguista Movie II - Bellri Gekishin,6.72,Movie
5216,Highlander: The Search for Vengeance,6.72,Movie
5217,Hikari no Densetsu,6.72,TV
5218,Hirano to Kagiura,6.72,Movie
5219,Hyakka Ryouran: Samurai Bride,6.72,TV
5220,Ikkitousen: Great Guardians,6.72,TV
5221,Ikkitousen: Xtreme Xecutor,6.72,TV
5222,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,6.72,TV
5223,Karasu Tengu Kabuto,6.72,TV
5224,Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,6.72,OVA
5225,Koi to Senkyo to Chocolate: Ikenai Hazuki-sensei,6.72,Special
5226,Koihime†Musou,6.72,TV
5227,Kousoku Denjin Albegus,6.72,TV
5228,Kurogane Communication,6.72,TV
5229,Meiken Jolie,6.72,TV
5230,Midara na Ao-chan wa Benkyou ga Dekinai,6.72,TV
5231,Mini Yuri,6.72,ONA
5232,Mizu no Kotoba,6.72,Special
5233,Nagato Yuki-chan no Shoushitsu,6.72,TV
5234,Needless+: Saint Lily Gakuen no Himitsu,6.72,Special
5235,Net Ghost Pipopa,6.72,TV
5236,Ningyo no Mori,6.72,OVA
5237,number24,6.72,TV
5238,Ore no Imouto ga Konnani Kawaii Wake ga Nai: SD Chara ni Yoru Character Commentary,6.72,Special
5239,Panda Kopanda,6.72,Movie
5240,Ribbon no Kishi,6.72,TV
5241,RPG Fudousan,6.72,TV
5242,Sankaku Mado no Sotogawa wa Yoru,6.72,TV
5243,Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen,6.72,Special
5244,Seton Doubutsuki: Kuma no Ko Jacky,6.72,TV
5245,Shaonu Qianxian: Renxing Xiao Juchang 2,6.72,ONA
5246,Sousei no Aquarion Evol,6.72,Special
5247,Stella no Mahou Specials,6.72,Special
5248,Takano Kousaten,6.72,Movie
5249,Tayutama: Kiss on My Deity,6.72,TV
5250,Uchi no Shishou wa Shippo ga Nai,6.72,TV
5251,Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,6.72,Special
5252,Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,6.72,Special
5253,Wan Jie Du Zun 2nd Season,6.72,ONA
5254,Wan Jie Shen Zhu,6.72,ONA
5255,Watashi no Yuri wa Oshigoto desu!,6.72,TV
5256,Zhen Wu Dianfeng,6.72,ONA
5257,Super Seisyun Brothers,6.71,TV
5258,Tailenders,6.71,Movie
5259,Tantei Opera Milky Holmes: Arsene Karei naru Yokubou,6.71,Special
5260,TaoTao Ehonkan Sekai Doubutsu Banashi,6.71,TV
5261,Tenkuu Shinpan,6.71,ONA
5262,Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki,6.71,Special
5263,Tokyo Ravens: Kon ga Oshiete Moshi Agemasu! Maru Wakari Tokyo Ravens,6.71,ONA
5264,Urusei Yatsura Movie 4: Lum The Forever,6.71,Movie
5265,Youjo Shenki,6.71,ONA
5266,Zettai Karen Children: Gentei Kaikin!! OVA Chou Sakidori Special!!,6.71,OVA
5267,3x3 Eyes,6.71,OVA
5268,Alien 9,6.71,OVA
5269,Aoki Ryuusei SPT Layzner OVA,6.71,OVA
5270,Arifureta Shokugyou de Sekai Saikyou Specials,6.71,Special
5271,Bakuten Shoot Beyblade 2002,6.71,TV
5272,Bakutou Sengen Daigunder,6.71,TV
5273,Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi,6.71,OVA
5274,Cardfight!! Vanguard (2018),6.71,TV
5275,C³: Rinkan Gakkou Confusion!,6.71,Special
5276,Choujigen Game Neptune: Hi☆Light,6.71,Special
5277,Code:Breaker OVA,6.71,OVA
5278,Cop Craft,6.71,TV
5279,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.71,Movie
5280,Future Card Buddyfight,6.71,TV
5281,Future Card Buddyfight Battsu: All-Star Fight,6.71,TV
5282,Gegege no Kitarou (1996),6.71,TV
5283,Go! Princess Precure Movie: Go! Go!! Gouka 3-bondate!!!,6.71,Movie
5284,Hamatora The Animation: Saishuukai Chokuzen! Mao ga Okuru,6.71,Special
5285,Kaleido Star: Good da yo! Goood!!,6.71,OVA
5286,Katekyo Hitman Reborn! x ēlDLIVE Special,6.71,Special
5287,Kikaider 01 The Animation,6.71,OVA
5288,Kodomo no Jikan (TV),6.71,TV
5289,Kono Minikuku mo Utsukushii Sekai,6.71,TV
5290,Love Live! School Idol Project: μ's →NEXT LoveLive! 2014 - Endless Parade Makuai Drama,6.71,Special
5291,Machine-Doll wa Kizutsukanai Specials,6.71,Special
5292,Mahoutsukai ni Taisetsu na Koto,6.71,TV
5293,Makai Senki Disgaea,6.71,TV
5294,Master Mosquiton,6.71,OVA
5295,Master Mosquiton '99,6.71,TV
5296,Meiken Lassie,6.71,TV
5297,Mini Sengoku Basara Ni: Tsukiyo no Katakura-kun,6.71,Special
5298,Muhyo to Rouji no Mahouritsu Soudan Jimusho,6.71,TV
5299,Netoge no Yome wa Onnanoko ja Nai to Omotta?,6.71,TV
5300,One Piece: Long Ring Long Land-hen,6.71,Special
5301,Ore wa Chokkaku,6.71,TV
5302,Osomatsu-san Movie: Zensetsu Gekijou,6.71,Special
5303,Renai Flops,6.71,TV
5304,Shadowverse Flame,6.71,TV
5305,Shin Kyojin no Hoshi,6.71,TV
5306,Shin Tenchi Muyou! Specials,6.71,Special
5307,Shinmai Maou no Testament,6.71,TV
5308,Soushin Shoujo Matoi,6.71,TV
5309,"Kono Naka ni Hitori, Imouto ga Iru!: Ani, Imouto, Koibito",6.70,OVA
5310,Li Linke de Xiao Guaner,6.70,ONA
5311,Long Riders!,6.70,TV
5312,Mahou Shoujo Lalabel,6.70,TV
5313,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.70,Special
5314,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,6.70,Special
5315,Nagato Yuki-chan no Shoushitsu: Owarenai Natsuyasumi,6.70,OVA
5316,Namiuchigiwa no Muromi-san: Pangea Chou Tairiku no Muromi-san,6.70,OVA
5317,One Piece: Taose! Kaizoku Ganzack,6.70,OVA
5318,"Onegai☆Teacher: Marie, Ai no Gekijou",6.70,Special
5319,Osomatsu-kun (1988),6.70,TV
